Date,Open,Close,Low,High,Volume,bais
2006/3/1,73.13,74.39,72.95,74.94,4193400,1.792556103
2006/3/2,74.14,74.34,73.81,74.62,2247700,-0.067213335
2006/3/3,74.35,74.61,74.11,75.5,3397300,0.363196126
2006/3/6,74.63,73.22,72.5,74.88,5497000,-1.863021043
2006/3/7,73.01,73.04,72.21,74.02,4904800,-0.245834471
2006/3/8,73.04,72.4,70.34,73.05,7726100,-0.876232202
2006/3/9,72.43,71.4,71.25,72.52,5101600,-1.38121547
2006/3/10,71.35,70.95,70.38,72.01,5996900,-0.630252101
2006/3/13,71.45,71,70.79,71.75,3401500,0.070472163
2006/3/14,71,71.94,71,72.28,4048600,1.323943662
2006/3/15,72.11,74.29,71.94,74.7,5212600,3.266611065
2006/3/16,74.93,74.9,74.38,75.39,5802800,0.821106475
2006/3/17,75.58,76.23,74.45,76.35,7015600,1.775700935
2006/3/20,76.88,75.85,75.63,77.11,4217900,-0.498491408
2006/3/21,75.9,74.31,74.19,76.27,4594400,-2.030323006
2006/3/22,73.7,76.21,74.38,76.45,3636000,2.556856412
2006/3/23,76.4,76.26,75.75,77.21,4874800,0.065608188
2006/3/24,76.26,75.5,75.17,76.66,4321200,-0.996590611
2006/3/27,75.88,75.38,75.03,76.16,2579100,-0.158940397
2006/3/28,75.55,74.87,74.71,76.23,3726800,-0.676572035
2006/3/29,73.25,73.67,72.55,73.98,6588100,-1.602778149
2006/3/30,73.65,72.4,72.16,74.35,5283600,-1.723903896
2006/3/31,72.4,71.81,71.3,72.46,4316800,-0.814917127
2006/4/3,72.71,73.5,72.56,75.48,5885200,2.35343267
2006/4/4,74.1,75.3,73.49,75.52,4606100,2.448979592
2006/4/5,75.5,75.8,74.6,76.15,4758400,0.664010624
2006/4/6,75.5,75.65,75.01,76.08,3679300,-0.197889182
2006/4/7,75.6,74.92,74.66,76.05,4262900,-0.964970258
2006/4/10,74.93,75.45,74.92,75.92,4040400,0.707421249
2006/4/11,76.22,76.66,75.5,76.74,5325200,1.603711067
2006/4/12,76.84,77.84,76.84,78.25,6412900,1.539264284
2006/4/13,77.2,76.94,76.41,77.77,4209000,-1.156217883
2006/4/17,77.49,76.45,76.29,78.8,5469400,-0.636859891
2006/4/18,77.05,78.91,76.82,79.1,7702500,3.217789405
2006/4/19,79.05,78.97,78.35,79.95,4648100,0.07603599
2006/4/20,78.99,77.97,77.25,79.32,3850300,-1.26630366
2006/4/21,79.45,77.87,77.6,80,6891700,-0.128254457
2006/4/24,78.25,77.38,76.73,79.72,11226000,-0.629253885
2006/4/25,77.28,74.93,74.77,77.28,7537200,-3.166192815
2006/4/26,76.06,75.95,75.61,76.8,4613000,1.361270519
2006/4/27,74.99,75.06,73.85,75.65,6142000,-1.171823568
2006/4/28,75.5,75.74,75.1,76.1,4432600,0.905941913
2006/5/1,76.2,75.63,75.41,76.61,4253100,-0.145233694
2006/5/2,75.94,77.48,75.82,77.66,3857500,2.446119265
2006/5/3,77.95,78.1,76.6,78.23,3639700,0.800206505
2006/5/4,78.5,78.81,78.32,79.13,3640800,0.909090909
2006/5/5,79.58,79.98,79.4,80.89,6022700,1.484583175
2006/5/8,79.99,79.9,78.91,80.12,2725300,-0.100025006
2006/5/9,80,81.14,79.99,81.14,2969300,1.551939925
2006/5/10,81.39,80.97,80.25,82.03,3969300,-0.20951442
2006/5/11,80.97,79.62,79.34,81.3,4367800,-1.667284179
2006/5/12,79.25,77.81,77.68,79.5,4548800,-2.273298166
2006/5/15,77.81,77.47,76.22,77.9,4918800,-0.43696183
2006/5/16,77.96,77.34,77.12,78.97,3756300,-0.167806893
2006/5/17,76.39,75.91,75.01,77.16,6110900,-1.848978536
2006/5/18,76.09,74.62,74.35,76.45,6260200,-1.699380846
2006/5/19,74.99,72.78,72.1,75.08,10337600,-2.465826856
2006/5/22,72,72.87,71.95,73.38,7286400,0.123660346
2006/5/23,73.71,73.72,73.67,74.75,5703800,1.166460821
2006/5/24,73.4,73.59,72.18,75.2,6464700,-0.176342919
2006/5/25,73.72,73.96,72.44,74.08,3761000,0.502785705
2006/5/26,74.25,74.42,73.33,74.82,2748000,0.621957815
2006/5/30,74.43,72.16,72.06,74.44,4130200,-3.03681806
2006/5/31,72.58,72.95,71.4,73.42,4032900,1.094789357
2006/6/1,72.71,73.29,71.86,73.47,2910300,0.466072653
2006/6/2,73.55,72.81,72.13,73.55,3731000,-0.65493246
2006/6/5,72.8,69.33,68.81,72.81,6864100,-4.779563247
2006/6/6,69.25,68.48,68.1,70.02,8730700,-1.226020482
2006/6/7,68.7,66.74,66.41,68.75,9782100,-2.54088785
2006/6/8,66.4,66.89,64.41,67.54,11897800,0.224752772
2006/6/9,67.89,67.52,67.3,69.05,7943000,0.94184482
2006/6/12,68.4,66.32,66.06,68.4,6336200,-1.777251185
2006/6/13,65.63,66.33,65.41,67.5,6267900,0.015078408
2006/6/14,65.95,67.48,65.9,67.58,5343500,1.733755465
2006/6/15,68.5,70.85,68.5,71.05,8440100,4.994072318
2006/6/16,70.85,70.55,70.35,71.37,6862100,-0.423429781
2006/6/19,71,69.95,69.5,71.45,5341000,-0.850460666
2006/6/20,70.38,70.99,70.2,71.64,5368800,1.486776269
2006/6/21,70.99,72.47,70.98,73.45,5502200,2.084800676
2006/6/22,72.6,72.28,71.36,72.66,3360500,-0.262177453
2006/6/23,72.05,72.14,71.15,73.25,3331200,-0.193691201
2006/6/26,72.4,72.48,71.58,72.96,2525900,0.471305794
2006/6/27,71.6,71.65,71.52,72.97,2586300,-1.145143488
2006/6/28,71.66,72.71,71.41,72.93,2922500,1.479413817
2006/6/29,72.85,74.4,72.68,74.69,5138300,2.324302022
2006/6/30,74.95,74.48,73.42,74.95,3921100,0.107526882
2006/7/3,74.92,74.77,74.48,75.43,1908300,0.389366273
2006/7/5,73.7,73.13,72.88,73.8,5035800,-2.193393072
2006/7/6,73.12,73.65,72.95,74.24,3175700,0.711062491
2006/7/7,73.4,72.58,72.36,73.94,3334000,-1.452817379
2006/7/10,72.75,73.27,72.5,74.1,2609100,0.950675117
2006/7/11,73.28,73.4,72.59,73.61,3400100,0.177425959
2006/7/12,73.02,71.31,71.14,73.2,3876700,-2.847411444
2006/7/13,71.06,69.7,69.65,71.07,4981100,-2.257747861
2006/7/14,70,69.19,68.8,70.29,5557000,-0.731707317
2006/7/17,69.19,69.19,69,70.19,5693500,0
2006/7/18,69.6,69.47,68.06,70.15,4852200,0.404682758
2006/7/19,69.47,71.12,68.38,71.79,5557600,2.375125954
2006/7/20,71.37,69.08,68.62,71.87,7217900,-2.868391451
2006/7/21,71,68.35,67.1,71.1,14444700,-1.056745802
2006/7/24,69.45,70.52,68.22,70.56,7135300,3.174835406
2006/7/25,70.5,70.66,69.33,71.02,5465200,0.198525241
2006/7/26,70.77,70.13,69.8,70.93,3527100,-0.750070761
2006/7/27,70.5,70.72,70.24,72.62,6082700,0.841294738
2006/7/28,71.3,71.21,70.4,71.71,3027700,0.692873303
2006/7/31,71,70.87,70.45,71.66,3419800,-0.477461031
2006/8/1,70.12,69.71,69.12,70.43,4518600,-1.636799774
2006/8/2,69.92,70.75,69.92,71.21,3056500,1.491894994
2006/8/3,70.25,72.73,69.92,72.9,4899600,2.798586572
2006/8/4,73.47,73.1,72.24,74.08,5194900,0.508730923
2006/8/7,73.13,73.18,72.53,73.92,3873200,0.109439124
2006/8/8,73.19,71.6,71.27,73.43,4140400,-2.159059852
2006/8/9,72.3,68.52,68.4,72.35,8318200,-4.301675978
2006/8/10,68.75,68.32,68.06,69.04,6736000,-0.291885581
2006/8/11,68.15,67.03,66.15,68.22,7035600,-1.888173302
2006/8/14,67.6,65.96,65.52,68.61,8324800,-1.596300164
2006/8/15,66.46,67.41,65.9,67.46,6886500,2.198302001
2006/8/16,68.17,69.11,67.66,69.55,6774900,2.521881027
2006/8/17,69.11,69.36,68.75,70.04,3738700,0.36174215
2006/8/18,69.75,68.31,67.69,69.75,5815800,-1.51384083
2006/8/21,68.25,68.25,67.61,68.43,3925100,-0.08783487
2006/8/22,68.42,68.5,68.11,69.1,3696500,0.366300366
2006/8/23,68.75,67.21,67.08,69.21,4572100,-1.883211679
2006/8/24,67.21,65.5,64.75,67.22,8912100,-2.544264246
2006/8/25,65.5,65.99,65.25,66.46,3964500,0.748091603
2006/8/28,66.13,66.07,65.82,66.99,3840800,0.121230489
2006/8/29,66.27,65.45,65.11,66.47,4912800,-0.938398668
2006/8/30,65.1,65.06,64.82,65.73,4252000,-0.595874714
2006/8/31,65.3,66.35,64.95,66.56,6410100,1.982785121
2006/9/1,66.67,67.27,65.95,67.8,5712000,1.386586285
2006/9/5,68.85,69.68,67.96,69.87,8504900,3.582577672
2006/9/6,69.01,69.13,69.01,70.4,5590000,-0.789322618
2006/9/7,68.45,67.76,67.7,68.65,5196300,-1.98177347
2006/9/8,68.1,67.32,67.27,68.2,4313300,-0.649350649
2006/9/11,67.01,65.51,65.34,67.01,7895100,-2.688651218
2006/9/12,65.75,65.15,64.6,66.04,12080700,-0.549534422
2006/9/13,65.16,66.33,65.14,67.14,7132700,1.811204912
2006/9/14,66.33,65.51,65.45,66.67,3498800,-1.236243027
2006/9/15,66.3,65.43,65.29,66.3,6409000,-0.12211876
2006/9/18,65.51,66.99,65.5,67.6,5674400,2.384227419
2006/9/19,67.55,66.56,65.89,67.6,3997800,-0.641886849
2006/9/20,66.95,65.88,65.85,67.25,4903400,-1.021634615
2006/9/21,66.37,64.54,64.23,66.39,8954100,-2.034001214
2006/9/22,64.54,62.77,62.09,64.67,11133500,-2.74248528
2006/9/25,62.97,64.33,62.76,64.9,7680700,2.485263661
2006/9/26,64.36,65.9,64.29,66.55,7622500,2.440540961
2006/9/27,65.9,65.68,65.14,66.85,5032800,-0.33383915
2006/9/28,65.64,66.59,65.17,66.59,5875900,1.385505481
2006/9/29,67,65.8,65.75,67.06,4280000,-1.186364319
2006/10/2,65.45,65.36,65.3,66.48,4272700,-0.668693009
2006/10/3,65.37,65.11,64.49,65.71,5630500,-0.38249694
2006/10/4,63.81,65.54,63.5,65.54,7107400,0.660420826
2006/10/5,65.4,68.24,65.3,68.81,12215700,4.119621605
2006/10/6,67.51,68.05,66.54,68.11,6587800,-0.278429074
2006/10/9,67.8,68.9,67.78,69.95,6839600,1.249081558
2006/10/10,69.3,69.06,68.49,69.41,4698200,0.23222061
2006/10/11,68.8,68.32,67.52,68.81,3445200,-1.071532001
2006/10/12,68.7,69.25,68.56,69.67,4324500,1.361241218
2006/10/13,69.45,69.08,68.68,69.45,3486100,-0.245487365
2006/10/16,69.33,69.93,69,70.25,6686300,1.230457441
2006/10/17,69.68,69.9,68.57,70.12,6039100,-0.042900043
2006/10/18,70.76,69.08,68.7,70.92,6579300,-1.173104435
2006/10/19,68.69,69.02,68.09,69.15,4939300,-0.086855819
2006/10/20,61.96,59,58.82,62.28,67806100,-14.51753115
2006/10/23,60,60.42,59.16,60.63,22143300,2.406779661
2006/10/24,61.3,60.93,60.73,61.8,11653800,0.84409136
2006/10/25,61.24,61.91,60.78,62.09,11557700,1.608403086
2006/10/26,62.7,62.35,62.11,62.78,10546100,0.710709094
2006/10/27,62.35,61.27,61.22,62.35,9045500,-1.732157177
2006/10/30,61.17,60.76,60.49,61.19,5366100,-0.832381263
2006/10/31,61,60.71,60.34,61.13,6959600,-0.082290981
2006/11/1,60.71,60.5,60.06,61.02,9107900,-0.34590677
2006/11/2,60.5,60.56,60.25,61.12,7880100,0.099173554
2006/11/3,60.63,60.43,60.25,60.93,6515000,-0.214663144
2006/11/6,60.4,59.85,59.68,60.59,9579900,-0.959788185
2006/11/7,59.97,59.92,59.86,60.4,7660000,0.116959064
2006/11/8,59.92,60.1,59.54,60.4,11510300,0.300400534
2006/11/9,60.31,59.2,59,60.4,7779700,-1.49750416
2006/11/10,59.45,59.6,58.99,59.69,5966900,0.675675676
2006/11/13,59.26,59.52,59.24,60.21,5139300,-0.134228188
2006/11/14,59.9,60.36,59.66,60.44,6206900,1.411290323
2006/11/15,60.5,61.45,60.37,61.66,8616700,1.805831677
2006/11/16,61.65,61.37,61.31,62.11,4834100,-0.130187144
2006/11/17,61.37,60.94,60.45,61.37,7929700,-0.700668079
2006/11/20,60.51,60.91,60.5,61.08,3759100,-0.04922875
2006/11/21,60.55,62.19,60.2,62.4,9021500,2.101461172
2006/11/22,62.93,62.79,61.88,63.1,7213200,0.964785335
2006/11/24,62.45,62.87,62.12,63.33,2965900,0.127408823
2006/11/27,62.6,61.97,61.85,63.19,5817900,-1.43152537
2006/11/28,61.75,61.6,60.6,61.96,6687700,-0.597063095
2006/11/29,62.05,62.06,61.7,62.46,3592400,0.746753247
2006/11/30,62.15,62.03,61.61,62.7,3997000,-0.048340316
2006/12/1,62.44,61.19,60.3,62.44,7193900,-1.35418346
2006/12/4,61.39,61.49,60.95,61.79,4954800,0.490276189
2006/12/5,61.5,62.15,61.39,62.5,4508600,1.073345259
2006/12/6,62.3,63.05,62.04,63.1,6066400,1.448109413
2006/12/7,63.25,63,62.75,63.95,5392600,-0.079302141
2006/12/8,63,63.4,63,63.88,4098700,0.634920635
2006/12/11,63.6,63.07,62.66,63.66,4699700,-0.520504732
2006/12/12,63,62.28,61.56,63.3,6698400,-1.252576502
2006/12/13,62.48,61.49,61.29,62.5,5110800,-1.268464997
2006/12/14,61.69,62.12,61.51,62.47,5352800,1.024556839
2006/12/15,62.64,61.82,61.75,62.74,5763800,-0.482936252
2006/12/18,62.17,61.92,61.66,62.59,5307700,0.161759948
2006/12/19,61.47,61.52,61.15,62,4305100,-0.645994832
2006/12/20,61.4,61.37,60.9,61.89,5606100,-0.243823147
2006/12/21,61.15,60.81,60.38,61.53,3357700,-0.912497963
2006/12/22,60.81,60.59,60.35,60.89,2788000,-0.361782602
2006/12/26,60.5,60.9,60.49,61.13,1933100,0.511635583
2006/12/27,61,61.47,60.9,61.58,2773800,0.935960591
2006/12/28,61.38,61.31,61.27,61.85,2402500,-0.260289572
2006/12/29,61.12,61.33,61.06,61.65,2363600,0.032621106
2007/1/3,61.71,61.16,60.7,62.31,6138900,-0.277188978
2007/1/4,61.25,61,60.34,61.28,4060200,-0.261608895
2007/1/5,60.77,60.22,59.95,60.92,6267100,-1.278688525
2007/1/8,60.09,60.29,59.86,60.57,3943000,0.116240452
2007/1/9,60.46,60.62,60,60.7,3929100,0.547354453
2007/1/10,60.19,60.32,59.85,60.39,6825100,-0.494886176
2007/1/11,60.14,60,59.9,60.58,7440900,-0.530503979
2007/1/12,59.66,59.74,59.2,59.9,6560800,-0.433333333
2007/1/16,59.87,59.24,59.1,59.93,6843100,-0.836960161
2007/1/17,59.36,59.91,59.25,60.68,7255600,1.130992573
2007/1/18,59.6,59.9,59.6,60.3,7027700,-0.016691704
2007/1/19,60.1,59.37,59.28,60.2,5561700,-0.884808013
2007/1/22,59.37,58.17,57.98,59.53,9881300,-2.02122284
2007/1/23,58.43,59.56,58.17,59.56,8587900,2.389547877
2007/1/24,59.79,59.73,59.05,60.12,8017500,0.285426461
2007/1/25,59.85,59.63,59.38,60.12,7482500,-0.167420057
2007/1/26,61.26,61.09,60.5,61.42,12450800,2.448431997
2007/1/29,61.29,61.7,61.07,62.29,9608800,0.998526764
2007/1/30,62.15,62.88,61.96,63.16,8954000,1.912479741
2007/1/31,63.14,64.07,62.98,64.34,9639100,1.892493639
2007/2/1,64.8,64.99,64.45,65.25,10273000,1.435929452
2007/2/2,65,65.25,64.55,65.37,5971800,0.400061548
2007/2/5,65.25,64.49,64.31,65.3,5265700,-1.164750958
2007/2/6,64.5,64.42,64.32,64.95,4873100,-0.10854396
2007/2/7,64.9,65.64,64.65,65.9,6546400,1.893821794
2007/2/8,65.58,65.63,64.86,65.85,4528600,-0.015234613
2007/2/9,65.99,64.8,64.69,65.99,5576200,-1.264665549
2007/2/12,64.75,64.6,64.28,65.18,4977627,-0.308641975
2007/2/13,64.61,64.73,64.31,65.18,4965188,0.20123839
2007/2/14,64.73,66.16,65.17,66.48,7526254,2.20917658
2007/2/15,68,67.62,67,68.2,9566900,2.206771463
2007/2/16,67.63,67.67,67.3,68.04,4250200,0.073942621
2007/2/20,67.67,67.93,67.01,68,6964300,0.384217526
2007/2/21,67.93,68.21,67.33,68.36,7225500,0.412189018
2007/2/22,68.25,67.78,67.33,68.43,4989400,-0.630406099
2007/2/23,67.78,67.26,67.07,67.66,3777800,-0.767187961
2007/2/26,67.51,67.26,67.07,67.77,3990310,0
2007/2/27,66.05,64.83,63.51,66.17,10824700,-3.612845674
2007/2/28,64.67,64.43,63.01,65.06,9558400,-0.616998303
2007/3/1,64.42,63.9,62.75,64.29,7994165,-0.822598169
2007/3/2,63.4,63.04,62.94,64.16,6037500,-1.345852895
2007/3/5,62.52,63.17,62.34,63.8,6722500,0.206218274
2007/3/6,63.56,63.62,63.19,64.13,5360600,0.712363464
2007/3/7,63.73,64.23,63.63,64.65,5284300,0.958817982
2007/3/8,64.56,64.3,64,64.99,4206200,0.108983341
2007/3/9,64.46,64.4,64.01,64.8,3267700,0.155520995
2007/3/12,64.41,64.57,63.63,64.89,4949100,0.263975155
2007/3/13,64.11,63.34,63.18,64.65,6297900,-1.904909401
2007/3/14,63.21,63.64,62.58,63.78,6611900,0.473634354
2007/3/15,63.49,63.46,63.17,63.91,4547500,-0.282840981
2007/3/16,63.72,63.16,62.9,64.11,5242507,-0.472738733
2007/3/19,64.65,64.17,63.89,64.75,5076102,1.599113363
2007/3/20,64.17,64.86,64.01,65.18,4730800,1.075268817
2007/3/21,65.1,66.21,64.99,66.45,5865424,2.081406105
2007/3/22,66.62,66.54,65.94,66.87,4810807,0.498414137
2007/3/23,66.65,66.88,66.6,67.43,4127197,0.510970845
2007/3/26,67.45,66.84,66.26,67.72,7726878,-0.059808612
2007/3/27,66.31,66.88,66.14,67.04,4266800,0.059844405
2007/3/28,66.55,66.24,65.75,66.74,4428700,-0.956937799
2007/3/29,66.25,66.19,65.63,66.91,3752600,-0.075483092
2007/3/30,66.7,67.03,66.65,67.69,6216500,1.269073878
2007/4/2,67.04,66.75,66.02,67.15,4917200,-0.417723407
2007/4/3,67.21,67.24,66.84,67.7,5065355,0.734082397
2007/4/4,67.24,67.48,66.93,67.76,3257300,0.356930399
2007/4/5,67.48,67.63,67.4,68,3632707,0.222288085
2007/4/9,67.64,67.34,67.08,68.19,3780650,-0.428803785
2007/4/10,67.2,66.95,66.4,67.55,3699985,-0.579150579
2007/4/11,67,66.35,66.05,67.17,3779732,-0.896191187
2007/4/12,66.35,66.64,65.86,66.75,4017847,0.437076112
2007/4/13,66.95,66.79,66.33,67.03,3449689,0.225090036
2007/4/16,67.03,66.9,66.47,67.33,5126326,0.164695314
2007/4/17,66.9,67.66,66.8,67.76,7919095,1.136023916
2007/4/18,68.41,69.37,68.41,69.86,9469920,2.527342595
2007/4/19,68.7,68.62,68.08,68.93,6964783,-1.081159002
2007/4/20,72.62,71.82,70.71,72.83,19017662,4.663363451
2007/4/23,72.2,71.85,71.74,73,10759210,0.041771094
2007/4/24,71.9,72.81,71.83,72.94,6847555,1.33611691
2007/4/25,73,73.23,72.01,73.49,5807574,0.57684384
2007/4/26,73.05,73,72.61,73.34,4511214,-0.314078929
2007/4/27,72.6,73.76,72.5,74.1,6511780,1.04109589
2007/4/30,73.56,72.62,72.51,73.92,5221974,-1.545553145
2007/5/1,72.6,73.24,71.78,73.31,5282992,0.853759295
2007/5/2,73.31,73.4,73.15,74.29,4355288,0.218459858
2007/5/3,73.31,73.36,72.89,73.69,4349602,-0.054495913
2007/5/4,73.8,73.1,72.83,74.18,3468748,-0.354416576
2007/5/7,72.95,72.67,72.38,73.42,3632588,-0.588235294
2007/5/8,72.5,73.43,72.24,73.85,4548500,1.045823586
2007/5/9,73.4,74.75,73.3,74.76,5651927,1.797630396
2007/5/10,74.51,73.81,73.41,74.9,4537420,-1.257525084
2007/5/11,74.1,74.88,73.85,75,5549483,1.449668067
2007/5/14,75,76.3,74.6,76.46,8043340,1.896367521
2007/5/15,76.03,76.01,75.79,76.84,5614050,-0.380078637
2007/5/16,76.5,75.95,75.13,76.79,5897425,-0.078936982
2007/5/17,75.18,74.84,73.85,75.2,7426400,-1.461487821
2007/5/18,75.01,74.77,74.47,75.25,5199400,-0.09353287
2007/5/21,74.77,74.85,74.32,75.26,4445700,0.106994784
2007/5/22,74.85,75.51,74.78,75.73,5171000,0.881763527
2007/5/23,75.88,76.03,75.81,77.25,5682658,0.68865051
2007/5/24,76.03,75.43,75.08,76.98,6316294,-0.789162173
2007/5/25,75.37,75.71,75.35,76.59,3337402,0.371205091
2007/5/29,75.82,75.75,75.28,76.31,3817457,0.052833179
2007/5/30,75.4,78.48,75.3,78.64,8564674,3.603960396
2007/5/31,78.6,78.58,77.88,78.89,5738120,0.127420999
2007/6/1,78.58,78.14,77.74,79.46,6532140,-0.559938916
2007/6/4,77.99,78.29,77.51,78.41,3227500,0.191963143
2007/6/5,78.12,78.65,77.8,78.88,3480865,0.459828841
2007/6/6,78.12,78.68,78,79.12,5395137,0.038143675
2007/6/7,78.43,77.31,77.1,79.28,6368448,-1.7412303
2007/6/8,77.24,78.52,77.05,78.58,5266945,1.565127409
2007/6/11,78.52,78.75,78.06,79.46,3694052,0.292919002
2007/6/12,78.76,78.08,78.02,79.33,4579328,-0.850793651
2007/6/13,78.46,79.93,78.01,79.97,7961800,2.369364754
2007/6/14,79.48,80.73,79.48,81,6189540,1.000875766
2007/6/15,81.55,81.11,81,81.6,5901000,0.470704819
2007/6/18,81.11,81.85,81.06,82.13,4548454,0.912341265
2007/6/19,81.86,82.49,81.58,82.8,4052300,0.781918143
2007/6/20,82.49,81.38,81.26,82.89,4162500,-1.345617651
2007/6/21,81.39,81.47,80.22,81.63,5411873,0.110592283
2007/6/22,81.47,80.9,80.77,81.99,5135300,-0.699644041
2007/6/25,80.65,80.7,80.15,81.58,4386500,-0.247218789
2007/6/26,80.7,80.29,80.2,81.14,5537900,-0.508054523
2007/6/27,80.29,79.51,78.44,80.29,7854800,-0.971478391
2007/6/28,79.55,79.09,78.65,79.63,4736600,-0.528235442
2007/6/29,79.02,78.3,77.53,79.35,7513500,-0.998862056
2007/7/2,78.6,80.45,78.51,80.87,4867025,2.745849298
2007/7/3,80.45,77.99,77.6,79.19,6266966,-3.057799876
2007/7/5,78,77.49,77.16,78.38,4410400,-0.641107834
2007/7/6,77.76,78.81,77.6,79.14,4733100,1.703445606
2007/7/9,79.24,79.83,79.08,80.79,6499300,1.294251998
2007/7/10,80.02,81.22,80,81.84,10014122,1.74120005
2007/7/11,81.4,82.17,81.22,82.58,6649100,1.169662645
2007/7/12,82.98,84.09,82.17,84.15,7164075,2.336619204
2007/7/13,84.9,85.13,84.67,85.9,6341300,1.236770127
2007/7/16,85.13,85.9,85.26,86.49,6032870,0.904499002
2007/7/17,86.25,86.47,85.99,87,5679700,0.663562282
2007/7/18,85.98,86.23,84.83,86.98,7014854,-0.277552909
2007/7/19,86.76,86.98,85.63,87,6260136,0.869766902
2007/7/20,79.75,83.2,78.26,83.2,38721885,-4.345826627
2007/7/23,82.47,82,81.39,82.99,10071580,-1.442307692
2007/7/24,81.82,81.66,80.91,82.37,8274612,-0.414634146
2007/7/25,82.02,80.5,79.56,82.06,9410205,-1.420524124
2007/7/26,79.48,78.29,76.8,80.83,11727186,-2.745341615
2007/7/27,78.29,76.02,75.25,79.98,12588965,-2.899476306
2007/7/30,76.99,77.04,75.67,77.75,6768097,1.34175217
2007/7/31,77.04,78.8,77.87,79.7,11029288,2.284527518
2007/8/1,78.61,80.13,78.08,80.28,10205070,1.687817259
2007/8/2,80.25,80.67,79,80.8,6634873,0.673904905
2007/8/3,80.11,78.96,78.92,81.42,7816963,-2.119747118
2007/8/6,79,81,77.65,81.11,7033530,2.583586626
2007/8/7,81,80.44,79.46,81.56,6449713,-0.691358025
2007/8/8,80.3,80.9,79.69,82.13,6859597,0.571854799
2007/8/9,80.9,78.48,78.41,80.48,8140213,-2.991347342
2007/8/10,77.68,77.55,76.89,78.5,8463980,-1.185015291
2007/8/13,77.55,77.9,77.81,79.3,3866700,0.451321728
2007/8/14,77.91,76.77,76.59,78.21,5190900,-1.450577664
2007/8/15,76.5,74.95,74.53,77.32,7455822,-2.370717728
2007/8/16,74.95,73,70.59,74.11,16053007,-2.60173449
2007/8/17,75.24,72.64,71.81,75.7,10763560,-0.493150685
2007/8/20,72.97,74.05,72.23,74.8,6780400,1.941079295
2007/8/21,74.31,74.28,73.3,75,4737880,0.310600945
2007/8/22,75.25,75.3,74.88,76.24,5237600,1.373182553
2007/8/23,75.3,75.17,74.32,76.5,5548600,-0.172642762
2007/8/24,75.43,76.32,74.8,76.41,3483400,1.529865638
2007/8/27,75.87,76,75.51,76.89,3136310,-0.419287212
2007/8/28,75.98,74.16,74.09,76.24,4653200,-2.421052632
2007/8/29,74.23,75.04,73.35,75.1,4401300,1.186623517
2007/8/30,75.04,74.66,74.2,75.7,3579700,-0.506396588
2007/8/31,75.66,75.77,75.21,76.28,3341500,1.486739887
2007/9/4,75.8,76.85,75.47,77.37,4471946,1.42536624
2007/9/5,76.25,75.54,75.06,76.95,4675800,-1.704619388
